Uniprot ID,molecule ID,output
Q92878,CHEBI:58189,0
Q92878,CHEBI:57392,0
Q92878,CHEBI:57288,0
O59791,CHEBI:57843,0
O59791,CHEBI:35235,0
O59791,CHEBI:35236,0
P60906,CHEBI:57392,0
P60906,CHEBI:58189,0
P60906,CHEBI:57540,0
Q2UIR7,CHEBI:17815,0
Q2UIR7,CHEBI:35759,0
Q50756,CHEBI:57524,0
Q50756,CHEBI:136180,0
Q50756,CHEBI:29123,0
Q96K12,CHEBI:57540,0
Q96K12,CHEBI:58189,0
Q96K12,CHEBI:30616,0
A0A1D8PSW2,CHEBI:58199,0
A0A1D8PSW2,CHEBI:33384,0
Q9KJ21,CHEBI:57783,0
Q9KJ21,CHEBI:57945,1
Q9KJ21,CHEBI:58349,0
Q4WCK6,CHEBI:57433,0
Q4WCK6,CHEBI:295975,0
Q4WCK6,CHEBI:58251,0
Q63538,CHEBI:57540,0
Q63538,CHEBI:57287,0
Q63538,CHEBI:58349,0
Q9R381,C00185,0
Q9R381,C00897,0
Q9R381,CHEBI:17057,0
I3R7G3,CHEBI:57379,0
I3R7G3,C00024,0
I3R7G3,CHEBI:57783,1
Q8N2K0,CHEBI:17855,0
Q8N2K0,CHEBI:17815,0
Q63151,CHEBI:456215,0
Q63151,CHEBI:57783,0
Q63151,CHEBI:58349,0
Q46BL0,CHEBI:57394,0
Q46BL0,CHEBI:57287,0
Q46BL0,CHEBI:57392,0
B0B1U2,C00203,0
B0B1U2,CHEBI:57865,0
B0B1U2,CHEBI:57705,1
Q09690,CHEBI:57540,0
Q09690,CHEBI:58349,0
Q09690,CHEBI:57945,0
P35228,CHEBI:30616,0
P35228,CHEBI:57540,0
P35228,CHEBI:57287,0
Q9JMI1,CHEBI:15734,0
Q9JMI1,CHEBI:17478,0
Q9JMI1,CHEBI:17544,0
Q91WD5,CHEBI:57394,0
Q91WD5,CHEBI:58349,0
Q91WD5,CHEBI:57288,0
Q9XTW2,CHEBI:57288,0
Q9XTW2,CHEBI:57783,0
Q9XTW2,CHEBI:37565,0
P9WNS1,CHEBI:57584,0
P9WNS1,CHEBI:58273,0
P9WNS1,C00093,0
Q7T2X4,CHEBI:67138,0
Q7T2X4,CHEBI:57705,0
Q7T2X4,CHEBI:78847,0
Q567M6,CHEBI:57288,1
Q567M6,CHEBI:57392,0
Q567M6,CHEBI:57945,0
Q9SIU0,CHEBI:16947,0
Q9SIU0,CHEBI:15792,0
Q9SIU0,CHEBI:16651,0
P65870,CHEBI:44841,0
P65870,CHEBI:57457,0
P65870,CHEBI:58116,0
Q07116,CHEBI:16189,0
Q07116,CHEBI:58319,0
P31441,CHEBI:17746,0
P31441,CHEBI:17568,0
P31441,CHEBI:58273,0
P11558,CHEBI:58772,0
P11558,CHEBI:16457,0
P11558,CHEBI:16189,0
O53551,CHEBI:57783,0
O53551,CHEBI:59789,0
O53551,C00005,0
Q8K0T4,CHEBI:59789,0
Q8K0T4,C00063,1
Q8K0T4,C00005,0
Q9NPF2,CHEBI:59789,0
Q9NPF2,CHEBI:57392,0
Q9NPF2,CHEBI:57288,0
Q84G06,CHEBI:57569,0
Q84G06,CHEBI:57474,0
Q84G06,CHEBI:16651,0
Q9QYK5,CHEBI:57945,0
Q9QYK5,CHEBI:37565,0
Q9QYK5,CHEBI:57392,0
O60701,CHEBI:59789,0
O60701,C00019,0
O60701,C00024,0
O14975,CHEBI:36165,0
O14975,CHEBI:15683,0
O14975,C00249,0
A2QP68,C00846,0
A2QP68,CHEBI:11851,0
A2QP68,CHEBI:15589,0
Q4WCS2,C00182,0
Q4WCS2,C00897,0
Q4WCS2,CHEBI:18246,0
Q22501,CHEBI:58349,0
Q22501,C00019,0
Q22501,C00063,1
P23743,CHEBI:58189,0
P23743,CHEBI:57540,0
P23743,CHEBI:57394,0
O75306,CHEBI:57394,0
O75306,CHEBI:16704,0
O75306,CHEBI:57308,0
O88844,CHEBI:57429,0
O88844,CHEBI:16947,0
O13702,CHEBI:35759,0
O13702,C01432,1
O13702,CHEBI:18041,0
Q3C1E3,C00180,0
Q3C1E3,CHEBI:16150,0
A0A1L8HV70,CHEBI:57392,0
A0A1L8HV70,CHEBI:57945,0
A0A1L8HV70,CHEBI:57287,0
Q8L3B1,CHEBI:59789,0
Q8L3B1,CHEBI:57394,0
Q8L3B1,CHEBI:58189,0
P20577,CHEBI:58725,0
P20577,CHEBI:57502,0
P20577,C00203,0
P00359,CHEBI:58272,0
P00359,CHEBI:57597,0
P00359,C00093,0
P04642,CHEBI:15361,0
P04642,CHEBI:16659,0
P04642,CHEBI:17378,1
Q7X809,CHEBI:57834,0
Q7X809,CHEBI:58535,0
Q7X809,CHEBI:35627,0
A0A1D8PCV7,CHEBI:57288,0
A0A1D8PCV7,CHEBI:37565,0
A0A1D8PCV7,CHEBI:57783,0
Q9Y4K4,CHEBI:57288,0
Q9Y4K4,C00024,0
Q9Y4K4,CHEBI:57394,0
P52624,CHEBI:63528,0
P52624,CHEBI:61555,0
P52624,CHEBI:246422,0
Q9LSA9,CHEBI:57287,0
Q9LSA9,CHEBI:57945,0
Q9LSA9,C00024,0
E1C378,CHEBI:57699,0
E1C378,CHEBI:57595,0
E1C378,CHEBI:57980,0
D3ZFJ0,CHEBI:61381,0
D3ZFJ0,C04212,0
D3ZFJ0,CHEBI:58433,0
Q9SID0,CHEBI:4194,0
Q9SID0,CHEBI:17615,0
Q9SID0,C00738,0
P61887,CHEBI:58885,0
P61887,CHEBI:58223,0
P61887,C00705,0
Q9FZJ1,CHEBI:28349,1
Q9FZJ1,C00738,0
Q9FZJ1,CHEBI:4167,0
P36594,C04212,0
P36594,CHEBI:57930,0
P36594,C00677,0
P0ABD8,CHEBI:58349,0
P0ABD8,CHEBI:58189,0
P0ABD8,C00005,0
P25516,CHEBI:15562,0
P25516,CHEBI:57429,0
P25516,CHEBI:36464,0
Q12701,CHEBI:57394,1
Q12701,C00005,0
Q12701,CHEBI:59789,0
P00480,CHEBI:58359,0
P00480,CHEBI:356010,0
P00480,CHEBI:58199,1
P54751,CHEBI:67138,0
P54751,CHEBI:78847,0
P54751,CHEBI:57705,0
P0AFK6,CHEBI:326268,0
P0AFK6,CHEBI:58318,0
P0AFK6,C21004,0
O61235,CHEBI:326268,0
O61235,CHEBI:16842,0
O61235,CHEBI:16016,0
Q01080,C04212,0
Q01080,CHEBI:57930,0
Q01080,C00677,0
P9WQH7,CHEBI:57783,0
P9WQH7,C00005,0
P9WQH7,CHEBI:58189,0
Q8CG09,CHEBI:37565,0
Q8CG09,CHEBI:57261,0
Q8CG09,CHEBI:16651,0
Q9P777,CHEBI:58432,0
Q9P777,CHEBI:57980,0
Q9P777,CHEBI:57595,0
P13982,CHEBI:57945,0
P13982,C00063,0
P13982,CHEBI:57394,0
O06836,CHEBI:52052,1
O06836,CHEBI:48999,0
O06836,CHEBI:58176,0
P76658,CHEBI:58601,0
P76658,CHEBI:58429,1
P76658,CHEBI:58336,0
A0A1D8PDC6,CHEBI:57296,0
A0A1D8PDC6,CHEBI:11892,0
A0A1D8PDC6,CHEBI:58318,0
Q9WVM4,C00002,0
Q9WVM4,CHEBI:57783,0
Q9WVM4,CHEBI:57392,0
P0DOY1,C00024,0
P0DOY1,CHEBI:58349,0
P0DOY1,CHEBI:57945,0
Q9VLC3,CHEBI:57701,0
Q9VLC3,CHEBI:17100,1
Q9VLC3,CHEBI:17587,0
O55055,CHEBI:57540,0
O55055,CHEBI:57287,0
O55055,CHEBI:58349,0
Q6P1M0,CHEBI:356010,0
Q6P1M0,CHEBI:77268,0
Q6P1M0,CHEBI:149469,0
M9PBV2,CHEBI:17172,0
M9PBV2,CHEBI:57394,0
M9PBV2,CHEBI:57783,0
Q8LAD0,CHEBI:57427,0
Q8LAD0,CHEBI:29985,0
Q8LAD0,CHEBI:46911,0
P42685,CHEBI:57783,0
P42685,CHEBI:37565,0
P42685,CHEBI:59789,0
P47156,C00005,0
P47156,C00002,0
P47156,CHEBI:57540,0
Q9W5D4,CHEBI:58601,0
Q9W5D4,CHEBI:58336,0
Q9W5D4,CHEBI:61593,0
Q4WZ67,C00353,0
Q4WZ67,CHEBI:58057,0
Q4WZ67,CHEBI:58756,0
E2IUB0,CHEBI:15440,0
E2IUB0,CHEBI:15383,0
E2IUB0,CHEBI:16113,0
O54728,CHEBI:35759,0
O54728,CHEBI:17815,0
Q9SIU0,CHEBI:57678,1
Q9SIU0,CHEBI:11851,0
Q9SIU0,CHEBI:57990,0
P25856,CHEBI:65078,0
P25856,CHEBI:58228,0
P25856,C00346,0
O53720,CHEBI:57287,0
O53720,CHEBI:17172,0
O53720,CHEBI:58349,0
P08440,CHEBI:58336,0
P08440,CHEBI:17992,0
P08440,CHEBI:58601,0
Q9MBA1,CHEBI:57394,0
Q9MBA1,CHEBI:57392,0
Q9MBA1,CHEBI:59789,0
P40360,CHEBI:58359,0
P40360,CHEBI:17684,1
P40360,CHEBI:57427,0
P0A0D2,CHEBI:58549,0
P0A0D2,C00611,0
P0A0D2,CHEBI:76819,0
P09158,CHEBI:57945,0
P09158,CHEBI:57288,0
P09158,CHEBI:30616,0
Q03330,CHEBI:57394,0
Q03330,CHEBI:30616,0
Q03330,CHEBI:57540,0
O43704,CHEBI:58189,0
O43704,CHEBI:57540,0
O43704,CHEBI:57288,0
Q7K579,CHEBI:57392,0
Q7K579,C00063,0
Q7K579,CHEBI:58189,0
Q07637,CHEBI:57287,0
Q07637,CHEBI:57540,0
Q07637,CHEBI:58189,0
Q8MSW4,CHEBI:58349,0
Q8MSW4,CHEBI:57394,0
Q8MSW4,CHEBI:57783,0
Q9NAR7,CHEBI:57783,0
Q9NAR7,C00005,0
Q9NAR7,CHEBI:30616,0
P70425,CHEBI:57288,0
P70425,C00002,0
P70425,CHEBI:57392,0
D3XDA0,CHEBI:57705,0
D3XDA0,C00029,0
D3XDA0,CHEBI:61555,0
Q9BPW9,CHEBI:15035,0
Q9BPW9,CHEBI:17616,0
Q9BPW9,CHEBI:17579,1
O88269,CHEBI:16947,0
O88269,CHEBI:37565,1
O88269,CHEBI:36707,0
P08678,CHEBI:57287,0
P08678,CHEBI:59789,0
P08678,CHEBI:57945,0
P9WJI9,CHEBI:58189,1
P9WJI9,C00203,0
P9WJI9,CHEBI:57394,0
C8VRK6,CHEBI:57678,0
C8VRK6,CHEBI:36655,0
C8VRK6,C01432,0
O88813,CHEBI:57392,0
O88813,CHEBI:57394,0
O88813,CHEBI:57945,0
P0AG11,C00063,0
P0AG11,CHEBI:57394,0
P0AG11,CHEBI:57288,0
Q8I408,CHEBI:57288,0
Q8I408,C00024,0
Q8I408,CHEBI:57287,0
P97524,CHEBI:58349,0
P97524,CHEBI:37565,0
P97524,CHEBI:57945,0
Q59VP0,CHEBI:60083,0
Q59VP0,C04212,0
Q59VP0,CHEBI:61381,0
O18404,CHEBI:58189,0
O18404,CHEBI:57288,0
O18404,CHEBI:57945,0
P9WN21,CHEBI:58601,0
P9WN21,C03862,0
P9WN21,CHEBI:58429,0
D3ZF39,CHEBI:58052,0
D3ZF39,CHEBI:246422,0
D3ZF39,CHEBI:57865,0
Q91WR5,CHEBI:15889,0
Q91WR5,C00695,0
Q91WR5,CHEBI:35349,0
A0A0H3JN63,CHEBI:46911,0
A0A0H3JN63,CHEBI:29985,0
A0A0H3JN63,CHEBI:57427,0
P53204,C00019,0
P53204,CHEBI:57945,0
P53204,C00024,0
Q6NQ66,C00257,0
Q6NQ66,CHEBI:18391,0
Q6NQ66,CHEBI:13115,0
Q10468,CHEBI:58223,0
Q10468,C00029,0
Q10468,CHEBI:46398,0
P77783,CHEBI:18041,0
P77783,CHEBI:295975,0
P77783,CHEBI:17684,0
P37759,CHEBI:61457,0
P37759,CHEBI:37568,0
P37759,CHEBI:63528,0
G5EDL5,CHEBI:30089,0
G5EDL5,CHEBI:35681,0
G5EDL5,CHEBI:27957,1
C6S3M5,CHEBI:57705,0
C6S3M5,CHEBI:78847,1
C6S3M5,CHEBI:58052,0
P14902,CHEBI:18086,0
P14902,CHEBI:17640,0
P14902,CHEBI:17697,0
P52020,CHEBI:48716,0
P52020,CHEBI:5768,0
P0A7A5,CHEBI:58349,0
P0A7A5,CHEBI:57783,0
P0A7A5,CHEBI:57287,0
Q61469,CHEBI:60083,0
Q61469,CHEBI:52639,0
Q61469,CHEBI:57524,0
Q877A8,CHEBI:58596,0
Q877A8,CHEBI:57693,0
Q877A8,CHEBI:295975,0
A0A1D8PQ07,CHEBI:16004,0
A0A1D8PQ07,CHEBI:30089,0
A0A1D8PQ07,C01432,0
Q91XV4,C00002,0
Q91XV4,CHEBI:30616,0
Q91XV4,CHEBI:57945,0
P23219,CHEBI:30245,0
P23219,C00712,0
P83741,CHEBI:57540,0
P83741,CHEBI:58349,0
P83741,CHEBI:57945,0
P16083,CHEBI:17037,0
P16083,CHEBI:57287,0
P16083,CHEBI:58349,0
Q9LSM7,C00063,0
Q9LSM7,C00019,0
Q9LSM7,CHEBI:57287,0
P40471,CHEBI:17815,0
P40471,CHEBI:35759,0
Q5B5C5,CHEBI:18246,0
Q5B5C5,C00182,0
Q5B5C5,CHEBI:17615,0
Q14191,C00019,0
Q14191,C00063,0
Q14191,CHEBI:57288,0
Q8JZR0,CHEBI:57288,0
Q8JZR0,CHEBI:57945,0
Q8JZR0,CHEBI:58349,0
P0AEY3,CHEBI:58629,0
P0AEY3,CHEBI:16457,0
P0AEY3,CHEBI:16169,0
Q8K0L2,CHEBI:78346,0
Q8K0L2,C00677,1
Q8K0L2,CHEBI:58681,0
A0A0R4IKW5,C00677,0
A0A0R4IKW5,CHEBI:57930,0
Q9SQ64,CHEBI:58885,0
Q9SQ64,C00029,0
Q9SQ64,CHEBI:16816,0
Q7ZZC3,C00535,0
Q7ZZC3,CHEBI:17933,0
Q7ZZC3,CHEBI:65244,0
P07275,CHEBI:17684,0
P07275,CHEBI:29123,0
P07275,CHEBI:57805,0
Q9HC36,C00002,0
Q9HC36,CHEBI:57945,0
Q9HC36,CHEBI:30616,0
Q58576,C00002,0
Q58576,CHEBI:58885,0
Q58576,CHEBI:66914,1
P77161,CHEBI:57288,0
P77161,C00002,0
P77161,CHEBI:59789,0
P33734,CHEBI:32551,0
P33734,CHEBI:57427,0
P33734,CHEBI:17684,0
P26646,CHEBI:57288,0
P26646,C00019,0
P26646,CHEBI:30616,0
Q8MIR4,C00024,0
Q8MIR4,CHEBI:57540,0
Q8MIR4,CHEBI:57783,0
Q9ZPI6,CHEBI:58349,0
Q9ZPI6,C00002,0
Q9ZPI6,CHEBI:30616,0
P74312,CHEBI:30616,1
P74312,CHEBI:57540,0
P74312,CHEBI:57288,0
Q12382,CHEBI:57540,0
Q12382,CHEBI:58349,0
Q12382,CHEBI:57288,0
P17649,CHEBI:356010,0
P17649,CHEBI:30031,0
P17649,CHEBI:13705,0
K0BE10,CHEBI:57597,0
K0BE10,CHEBI:58272,0
K0BE10,CHEBI:76590,0
P18088,CHEBI:32551,0
P18088,CHEBI:46911,0
P18088,CHEBI:57427,0
Q7YTB0,C00257,0
Q7YTB0,CHEBI:147286,0
Q7YTB0,CHEBI:17748,0
Q97VW8,CHEBI:57287,0
Q97VW8,C00024,0
Q97VW8,CHEBI:57288,0
P50336,CHEBI:57309,0
P50336,CHEBI:57308,0
Q9JJ76,CHEBI:57783,0
Q9JJ76,CHEBI:37565,0
Q9JJ76,CHEBI:57288,1
P03905,CHEBI:58116,0
P03905,CHEBI:58629,0
P03905,CHEBI:60491,1
P38169,CHEBI:57307,0
P38169,CHEBI:57504,0
P38169,CHEBI:16004,0
Q54EX6,CHEBI:66914,0
Q54EX6,C00029,0
Q54EX6,CHEBI:57632,0
P07277,CHEBI:11424,0
P07277,CHEBI:356010,0
P07277,CHEBI:36165,0
P75959,CHEBI:17029,0
P75959,CHEBI:57513,0
Q9JII6,CHEBI:32955,0
Q9JII6,CHEBI:35681,0
P11497,CHEBI:30089,0
P11497,CHEBI:15740,0
Q3LXA3,CHEBI:57783,0
Q3LXA3,CHEBI:58349,0
Q3LXA3,CHEBI:57288,0
Q9NAR7,CHEBI:17167,0
Q9NAR7,CHEBI:17754,0
Q9NAR7,CHEBI:18041,0
Q9R0Y5,C00002,0
Q9R0Y5,CHEBI:57945,0
Q9R0Y5,CHEBI:57288,0
A0A0B4KF46,CHEBI:57540,0
A0A0B4KF46,CHEBI:57287,0
A0A0B4KF46,CHEBI:57783,0
A0A1D8PP08,C00063,0
A0A1D8PP08,C00024,0
A0A1D8PP08,CHEBI:37565,0
Q99755,CHEBI:58349,0
Q99755,CHEBI:57287,0
Q99755,C00063,0
P45352,CHEBI:46398,0
P45352,CHEBI:63528,0
P45352,CHEBI:17748,0
Q8HZK1,CHEBI:16688,0
Q8HZK1,CHEBI:40799,0
Q8HZK1,CHEBI:27693,0
Q12068,CHEBI:27957,0
Q12068,C01432,0
Q12068,CHEBI:35681,0
P00815,CHEBI:57595,0
P00815,CHEBI:57980,0
P00815,CHEBI:58432,0
P00432,C03862,0
P00432,C00343,0
P00432,CHEBI:17950,0
Q5SWU9,CHEBI:30089,0
Q5SWU9,CHEBI:15740,0
Q9XGZ0,CHEBI:13705,0
Q9XGZ0,CHEBI:13115,0
Q9XGZ0,CHEBI:16452,0
Q9T0A0,CHEBI:37565,0
Q9T0A0,CHEBI:58349,0
Q9T0A0,CHEBI:59789,0
P21373,CHEBI:57288,0
P21373,C00024,0
P21373,CHEBI:59789,0
P21951,C00201,0
P21951,CHEBI:57930,0
P00635,CHEBI:16704,0
P00635,C03862,0
P00635,CHEBI:58031,0
Q7Z6Z6,CHEBI:17815,0
Q7Z6Z6,CHEBI:35759,0
Q9SI52,CHEBI:203600,0
Q9SI52,C01245,0
Q9SI52,CHEBI:58130,0
Q05926,CHEBI:57474,0
Q05926,CHEBI:59458,0
Q05926,CHEBI:136180,0
Q6P3D0,CHEBI:30616,1
Q6P3D0,CHEBI:57287,0
Q6P3D0,C00024,0
P97524,CHEBI:57783,0
P97524,CHEBI:37565,0
P97524,CHEBI:57945,0
P51635,CHEBI:37565,0
P51635,CHEBI:59789,0
P51635,CHEBI:57540,0
Q79FE8,CHEBI:17815,0
Q79FE8,CHEBI:35759,0
Q9SU92,CHEBI:58938,0
Q9SU92,CHEBI:18385,0
Q56Y42,CHEBI:17310,1
Q56Y42,CHEBI:597326,0
Q56Y42,CHEBI:77620,0
Q06685,CHEBI:57783,0
Q06685,CHEBI:37565,0
Q06685,C00019,0
O76268,CHEBI:58349,0
O76268,CHEBI:57540,0
O76268,CHEBI:57945,0
Q13268,CHEBI:57783,0
Q13268,CHEBI:57540,0
Q13268,CHEBI:57945,0
P0AFG3,CHEBI:356416,0
P0AFG3,CHEBI:35146,0
P0AFG3,CHEBI:36165,0
Q3TDX3,CHEBI:58681,0
Q3TDX3,CHEBI:78346,0
Q3TDX3,CHEBI:59996,0
Q922D8,C00440,0
Q922D8,CHEBI:58207,0
Q922D8,CHEBI:57456,0
P52029,CHEBI:58335,0
P52029,CHEBI:57693,0
P52029,CHEBI:60083,0
O88763,CHEBI:64716,0
O88763,CHEBI:60083,0
O88763,CHEBI:58130,0
Q9NRC8,C00002,0
Q9NRC8,CHEBI:37565,0
Q9NRC8,CHEBI:30616,1
Q63159,CHEBI:57288,0
Q63159,CHEBI:57540,0
Q63159,CHEBI:57945,0
C9QPE7,C00221,0
C9QPE7,CHEBI:28061,0
C9QPE7,CHEBI:17615,0
Q9R008,C00257,0
Q9R008,CHEBI:18391,0
Q9R008,C06424,0
F1QF89,CHEBI:58601,0
F1QF89,CHEBI:58336,0
F1QF89,CHEBI:58409,0
Q9JMI1,CHEBI:37565,0
Q9JMI1,C00019,0
Q9JMI1,C00063,0
O35488,CHEBI:57945,1
O35488,CHEBI:57288,0
O35488,CHEBI:59789,0
Q43157,CHEBI:57483,0
Q43157,CHEBI:57693,0
Q8N4C8,CHEBI:57945,0
Q8N4C8,CHEBI:37565,0
Q8N4C8,C00024,0
P9WIS9,CHEBI:27957,0
P9WIS9,CHEBI:36655,0
P9WIS9,C01432,0
Q6ETN3,CHEBI:57288,1
Q6ETN3,C00024,0
Q6ETN3,C00063,0
Q9VI04,CHEBI:57603,0
Q9VI04,CHEBI:35627,0
Q9VI04,CHEBI:16880,0
Q3TC04,CHEBI:59996,0
Q3TC04,C00677,0
Q3TC04,C00201,0
Q8VEB4,C00681,0
Q8VEB4,CHEBI:64716,0
Q8VEB4,CHEBI:36707,0
D3ZT90,CHEBI:57287,0
D3ZT90,C00024,0
D3ZT90,CHEBI:16304,0
O08395,CHEBI:11851,0
O08395,CHEBI:29991,0
O08395,CHEBI:30031,1
Q9VTH0,CHEBI:67138,0
Q9VTH0,CHEBI:57865,0
Q9VTH0,CHEBI:58223,0
O60135,CHEBI:30245,0
O60135,CHEBI:15683,0
O60135,C00219,0
O24621,CHEBI:57930,0
O24621,C00677,0
Q07912,CHEBI:57945,0
Q07912,CHEBI:57540,0
Q07912,CHEBI:57783,0
Q3TG86,C00535,0
Q3TG86,CHEBI:17347,0
B3FTL2,CHEBI:61527,0
B3FTL2,C03862,0
B3FTL2,C00221,0
Q03786,C00019,0
Q03786,CHEBI:59789,0
Q03786,CHEBI:57540,0
P04803,CHEBI:57287,0
P04803,CHEBI:58349,0
P04803,C00019,0
Q06244,CHEBI:32966,0
Q06244,CHEBI:57634,0
Q06244,CHEBI:61527,0
Q8NEB9,C01245,1
Q8NEB9,CHEBI:203600,0
Q8NEB9,CHEBI:58130,0
Q9D6Z0,CHEBI:11851,0
Q9D6Z0,CHEBI:30031,0
Q9D6Z0,CHEBI:16452,0
O16158,CHEBI:30616,0
O16158,CHEBI:57783,0
O16158,C00024,0
Q8RWE8,C00024,0
Q8RWE8,C00029,0
Q8RWE8,CHEBI:57288,0
P32173,CHEBI:57812,0
P32173,CHEBI:57705,0
P32173,CHEBI:57783,0
B3DK36,CHEBI:40799,0
B3DK36,CHEBI:27693,0
B3DK36,CHEBI:1722,0
P93155,CHEBI:57865,0
P93155,CHEBI:78847,0
P93155,CHEBI:58223,0
Q94CE5,CHEBI:57678,0
Q94CE5,C00249,0
Q94CE5,CHEBI:15683,0
Q91VE0,CHEBI:57540,0
Q91VE0,CHEBI:57945,0
Q91VE0,C00019,0
Q54PC2,CHEBI:33384,0
Q54PC2,CHEBI:57972,0
P07814,CHEBI:57540,0
P07814,C00024,0
P07814,CHEBI:37565,0
Q641Y2,CHEBI:57287,0
Q641Y2,CHEBI:30616,0
Q641Y2,CHEBI:37565,0
Q9NUI1,CHEBI:59789,0
Q9NUI1,CHEBI:57540,1
Q9NUI1,C00002,0
Q1JUZ1,CHEBI:17933,0
Q1JUZ1,CHEBI:65244,0
Q1JUZ1,CHEBI:17495,0
O35263,CHEBI:57642,0
O35263,CHEBI:58262,0
O35263,CHEBI:59776,0
Q8CGC7,CHEBI:58375,0
Q8CGC7,CHEBI:61185,0
Q8CGC7,CHEBI:46911,0
Q8BMJ2,CHEBI:58359,0
Q8BMJ2,CHEBI:29985,0
Q8BMJ2,CHEBI:46911,0
Q9Y227,CHEBI:30616,0
Q9Y227,CHEBI:58885,0
Q9Y227,CHEBI:46398,0
Q9ZP06,CHEBI:37565,0
Q9ZP06,CHEBI:30616,0
Q9ZP06,C00019,0
Q9SH93,CHEBI:57817,1
Q9SH93,CHEBI:31488,0
Q9SH93,C00611,0
Q8CE90,CHEBI:57719,0
Q8CE90,CHEBI:35236,1
Q8CE90,CHEBI:57959,0
P18335,CHEBI:32682,0
P18335,CHEBI:29985,1
P18335,CHEBI:58596,0
P69054,CHEBI:13705,0
P69054,CHEBI:59888,0
P07527,CHEBI:57783,0
P07527,CHEBI:58349,0
P07527,CHEBI:57945,0
P54886,C00024,0
P54886,C00002,0
P54886,CHEBI:59789,0
P75898,CHEBI:58349,1
P75898,CHEBI:57812,0
P75898,CHEBI:62787,0
P28337,C00440,0
P28337,CHEBI:15636,0
P28337,CHEBI:57454,0
Q96F10,CHEBI:58349,0
Q96F10,CHEBI:37565,0
Q96F10,C00024,0
I3QNT4,CHEBI:18329,0
I3QNT4,CHEBI:18011,0
I3QNT4,C00695,1
Q8RWE8,C00024,0
Q8RWE8,CHEBI:57945,0
Q8RWE8,CHEBI:67138,0
Q9FFQ5,C00249,0
Q9FFQ5,CHEBI:15683,1
Q9FFQ5,CHEBI:15801,0
O15247,CHEBI:58596,0
O15247,CHEBI:59458,0
O15247,CHEBI:17388,0
Q6L285,CHEBI:18041,0
Q6L285,CHEBI:16659,0
E7FCP8,CHEBI:37565,1
E7FCP8,C00024,0
E7FCP8,C00019,1
Q9MA46,C00221,0
Q9MA46,CHEBI:4194,0
Q9MA46,CHEBI:17925,0
O70199,C00029,0
O70199,CHEBI:46398,0
O70199,CHEBI:57705,0
P13995,C00002,0
P13995,CHEBI:57288,1
P13995,CHEBI:57783,0
P00634,CHEBI:15792,0
P00634,CHEBI:15383,0
P00634,CHEBI:1722,0
P23917,CHEBI:57945,1
P23917,CHEBI:57540,0
P23917,CHEBI:57783,0
P41940,C00024,0
P41940,CHEBI:17172,0
P41940,CHEBI:58349,0
Q8VWJ1,CHEBI:59905,0
Q8VWJ1,CHEBI:58044,0
Q8VWJ1,CHEBI:57504,0
Q6L047,CHEBI:57540,0
Q6L047,C00019,0
Q6L047,CHEBI:57783,0
A0A060XV16,CHEBI:16947,0
A0A060XV16,CHEBI:15801,0
A0A060XV16,CHEBI:57990,0
Q9FZG4,CHEBI:61527,0
Q9FZG4,CHEBI:4194,0
Q9FZG4,CHEBI:4139,0
P31441,CHEBI:16522,0
P31441,CHEBI:46570,0
I3QNT8,CHEBI:18011,0
I3QNT8,C00695,0
I3QNT8,CHEBI:18329,0
P70500,C00216,0
P70500,CHEBI:53455,0
P70500,C00770,0
B0KZ40,CHEBI:57930,0
B0KZ40,CHEBI:128769,0
B0KZ40,CHEBI:59996,0
P14408,CHEBI:59888,0
P14408,CHEBI:17378,0
P14408,CHEBI:15792,0
P33421,CHEBI:59888,0
P33421,CHEBI:13705,0
Q9WTN0,CHEBI:60721,0
Q9WTN0,CHEBI:175763,0
Q9WTN0,CHEBI:58756,0
Q38FB9,C00024,0
Q38FB9,C00019,0
Q38FB9,CHEBI:58349,0
P0A6F1,CHEBI:57287,0
P0A6F1,C00024,0
P0A6F1,C00019,0
P40471,CHEBI:57288,0
P40471,C00019,0
P40471,CHEBI:59789,0
Q0QLF7,CHEBI:15980,0
Q0QLF7,CHEBI:58161,0
Q0QLF7,CHEBI:61593,0
P70181,C00019,1
P70181,CHEBI:57945,0
P70181,CHEBI:57287,0
O76074,CHEBI:57288,0
O76074,CHEBI:57540,0
O76074,CHEBI:37565,0
Q8GUI6,CHEBI:57287,0
Q8GUI6,C00024,0
Q8GUI6,CHEBI:57783,0
P96797,C00173,0
P96797,CHEBI:58286,0
P96797,CHEBI:58738,0
P25524,CHEBI:58938,0
P25524,CHEBI:58703,0
P25524,CHEBI:57841,0
Q90WH4,CHEBI:17336,0
Q90WH4,CHEBI:15035,0
P51123,CHEBI:59789,0
P51123,C00002,0
P51123,C00019,0
P21189,CHEBI:57930,0
P21189,C00201,0
P26646,CHEBI:37565,0
P26646,C00002,0
P26646,CHEBI:58349,0
Q9Y0F3,CHEBI:15589,0
Q9Y0F3,CHEBI:57926,0
Q9Y0F3,C00770,0
P07245,CHEBI:57456,0
P07245,CHEBI:57454,0
P07245,CHEBI:58207,0
Q96DY5,CHEBI:17172,0
Q96DY5,CHEBI:57540,0
Q96DY5,CHEBI:57783,0
P36268,CHEBI:58596,0
P36268,CHEBI:58359,0
P36268,CHEBI:136180,0
P43155,CHEBI:59888,0
P43155,CHEBI:15589,0
P43155,CHEBI:75659,0
P09110,CHEBI:37565,0
P09110,CHEBI:57287,0
